text,triples
"Exactly how I arrived at this design beginning from the previous Lock class is a longer story involving several incremental design steps, each fixing the problem of the previous step: Nested Monitor Lockout, Slipped Conditions, and Missed Signals.","(""Lock"", ""The Lock class is related to Nested Monitor Lockout as it is mentioned as part of the design steps to fix this problem."", ""Nested Monitor Lockout""); (""Lock"", ""The Lock class is related to Slipped Conditions as it is mentioned as part of the design steps to fix this problem."", ""Slipped Conditions""); (""Lock"", ""The Lock class is related to Missed Signals as it is mentioned as part of the design steps to fix this problem."", ""Missed Signals"")"
"What is important is, that every thread calling lock() is now queued, and only the first thread in the queue is allowed to lock the FairLock instance, if it is unlocked.","(""LOCK"", ""The method LOCK is used to control access to the FAIRLOCK class, ensuring that threads are queued and only the first in line can proceed when the FAIRLOCK instance is unlocked."", ""FAIRLOCK"")"
First you might notice that the lock() method is no longer declared synchronized.,"(""LOCK"", ""The lock() method is mentioned in the context of not being declared synchronized, indicating a relationship between the method and the synchronized keyword."", ""SYNCHRONIZED"")"
FairLock creates a new instance of QueueObject and enqueue it for each thread calling lock().,"(""FairLock"", ""FairLock creates a new instance of QueueObject."", ""QueueObject""); (""FairLock"", ""FairLock enqueues QueueObject for each thread calling lock()."", ""lock()"")"
"The thread calling unlock() will take the top QueueObject in the queue and call doNotify() on it, to awaken the thread waiting on that object.","(""Unlock"", ""The method Unlock interacts with the QueueObject by taking the top object from the queue."", ""QueueObject""); (""Unlock"", ""The method Unlock calls the method DoNotify to awaken the thread."", ""DoNotify""); (""QueueObject"", ""The method DoNotify is called on the QueueObject to awaken the thread waiting on it."", ""DoNotify"")"
The doWait() and doNotify() methods store the signal internally in the QueueObject.,"(""doWait"", ""The doWait method interacts with the QueueObject by storing the signal internally."", ""QueueObject""); (""doNotify"", ""The doNotify method interacts with the QueueObject by storing the signal internally."", ""QueueObject"")"
"This is done to avoid missed signals caused by a thread being preempted just before calling queueObject.doWait(), by another thread which calls unlock() and thereby queueObject.doNotify().","(""QueueObject"", ""The method DoWait is called on the class QueueObject."", ""DoWait""); (""QueueObject"", ""The method DoNotify is called on the class QueueObject."", ""DoNotify""); (""Unlock"", ""The method Unlock is related to DoNotify as it is mentioned in the context of thread operations."", ""DoNotify"")"
"The queueObject.doWait() call is placed outside the synchronized(this) block to avoid nested monitor lockout, so another thread can actually call unlock() when no thread is executing inside the synchronized(this) block in lock() method.","(""QueueObject"", ""The method DoWait is called on the QueueObject class."", ""DoWait""); (""QueueObject"", ""The method Unlock can be called on the QueueObject class."", ""Unlock""); (""QueueObject"", ""The method Lock is associated with the QueueObject class."", ""Lock""); (""Lock"", ""The DoWait method is mentioned in the context of the Lock method."", ""DoWait""); (""Lock"", ""The Unlock method is mentioned in the context of the Lock method."", ""Unlock"")"
"Finally, notice how the queueObject.doWait() is called inside a try - catch block.","(""queueObject"", ""The method doWait is called on the class queueObject, indicating a relationship where doWait is a method belonging to or used by queueObject."", ""doWait"")"
"In case an InterruptedException is thrown the thread leaves the lock() method, and we need to dequeue it.","(""InterruptedException"", ""The InterruptedException class is related to the lock method because it is mentioned that the exception is thrown when the thread leaves the lock method."", ""lock"")"
If you compare the Lock and FairLock classes you will notice that there is somewhat more going on inside the lock() and unlock() in the FairLock class.,"(""FairLock"", ""The method lock() is part of the FairLock class."", ""lock""); (""FairLock"", ""The method unlock() is part of the FairLock class."", ""unlock""); (""Lock"", ""Both are classes being compared in the context."", ""FairLock"")"
Threads waiting on an object (called wait() on it) remain waiting indefinitely,"(""Threads"", ""The method wait() is called on the Threads class, indicating a relationship where Threads can invoke the wait() method."", ""wait()"")"
"In a desktop app the foreground thread (UI thread) could be responding to the user events - a.g. opening a file, or downloading a file, or saving a file etc.",NULL
"Each thread consumes a certain amount of computer resources, such as memory (RAM), so if you have too many threads active at the same time, the total amount of resources (e.g.","(""Thread"", ""A thread consumes memory resources, indicating a relationship between the two entities."", ""Memory"")"
RAM) that is consumed may cause the computer to slow down - e.g.,NULL
"Java comes with built in thread pools in the java.util.concurrent package, so you don't have to implement your own thread pool.","(""Java.Util.Concurrent"", ""The Java.Util.Concurrent package provides built-in thread pools."", ""Thread Pools"")"
You can read more about it in my text on the java.util.concurrent.ExecutorService.,"(""ExecutorService"", ""ExecutorService is a class within the java.util.concurrent package"", ""java.util.concurrent"")"
"Below here is the PoolThreadRunnable class which implements the Runnable interface, so it can be executed by a Java thread:","(""PoolThreadRunnable"", ""PoolThreadRunnable implements the Runnable interface, indicating a relationship where PoolThreadRunnable is a type of Runnable."", ""Runnable"")"
"A ThreadPool class which is the public interface to the thread pool, and a PoolThread class which implements the threads that execute the tasks.","(""ThreadPool"", ""The ThreadPool class is the public interface to the thread pool, which likely manages or utilizes PoolThread instances to execute tasks."", ""PoolThread"")"
