Here I used os.Open and os.Create which are convenient wrappers around os.OpenFile,"['Replacement: (os.Open, substitutes, os.OpenFile)', 'Replacement: (os.Create, substitutes, os.OpenFile)']","['(func, Replacement, func): (os.Open, substitutes, os.OpenFile)', '(func, Replacement, func): (os.Create, substitutes, os.OpenFile)']"
go build will then build into the root level pkg and bin.,"['Containment: (pkg, included within, bin)']","['(package, Containment, package): (pkg, included within, bin)']"
"At
  each call of f, the argument passed to the final parameter is a new
  slice of type []T whose successive elements are the actual arguments,
  which all must be assignable to the type T","['Containment: ([]T, includes, T)']","['(type, Containment, type): ([]T, includes, T)']"
Well I used reflect.ValueOf and then if it is a slice you can call Len() and Index() on the value to get the len of the slice and element at an index,"['Dependency: (reflect.ValueOf, provides value for, Len())', 'Dependency: (reflect.ValueOf, provides value for, Index())']","['(func, Dependency, method): (reflect.ValueOf, provides value for, Len())', '(func, Dependency, method): (reflect.ValueOf, provides value for, Index())']"
"If the Body is not both read to EOF and closed, the Client's underlying RoundTripper (typically Transport) may not be able to re-use a persistent TCP connection to the server for a subsequent ""keep-alive"" request.","['Containment: (RoundTripper, includes, Transport)']","['(type, Containment, type): (RoundTripper, includes, Transport)']"
"If f is variadic with final parameter type ...T, then within the
  function the argument is equivalent to a parameter of type []T","['Equivalence: (...T, is equivalent to, []T)']","['(type, Equivalence, type): (...T, is equivalent to, []T)']"
"Underneath src, you can simply place your project mypack, and underneath that is all of your .go files including the mypack_test.go","['Containment: (mypack, includes, mypack_test.go)']","['(package, Containment, package): (mypack, includes, mypack_test.go)']"
A couple of examples of this approach are httptest and iotest.,"['Equivalence: (httptest, has similar approach to, iotest)']","['(package, Equivalence, package): (httptest, has similar approach to, iotest)']"
"When you ""fill"" the map, you can't use the loop's variable, as it gets overwritten in each iteration","['Limitation: (fill, restricts use of, variable)']","['(func, Limitation, var): (fill, restricts use of, variable)']"
"Also note that slices (slice headers) already contain a pointer to an underlying array, so it's rare that you need to use a pointer to slice","['Containment: (slice, contains, pointer)']","['(type, Containment, type): (slice, contains, pointer)']"
Doing so if you have a value of type RegistrationRequest that means you already also have a value of User:,"['Containment: (RegistrationRequest, includes, User)']","['(type, Containment, type): (RegistrationRequest, includes, User)']"
"Using simple assignment you can't because even though the fields of User are a subset of RegistrationRequest, they are completely 2 different types, and Assignability rules don't apply.","['Difference: (User, different from, RegistrationRequest)']","['(type, Difference, type): (User, different from, RegistrationRequest)']"
Setting the environment variable GO15VENDOREXPERIMENT will make go build and friends look for packages in ./vendor directory as well as GOPATH,"['Limitation: (GO15VENDOREXPERIMENT, defines boundaries on, GOPATH)', 'Collaboration: (GO15VENDOREXPERIMENT, interacts with, ./vendor)']","['(var, Limitation, var): (GO15VENDOREXPERIMENT, defines boundaries on, GOPATH)', '(var, Collaboration, package): (GO15VENDOREXPERIMENT, interacts with, ./vendor)']"
"Also please note that since your structs contain pointers, when copying a struct, pointer values will be copied and not pointed values","['Containment: (struct, contains, pointer)']","['(type, Containment, type): (struct, contains, pointer)']"
"Best would be to refactor your types, and RegistrationRequest could embed User.","['Embedding: (RegistrationRequest, incorporates, User)']","['(type, Embedding, type): (RegistrationRequest, incorporates, User)']"
"The type parameter names do not need to match their corresponding parameter names in the receiver base type definition, and all non-blank parameter names must be unique in the receiver parameter section and the method signature","['Limitation: (method signature, defines boundaries for, receiver parameter)', 'Limitation: (method signature, defines boundaries for, receiver base type definition)', 'Limitation: (receiver parameter, defines boundaries for, receiver base type definition)']","['(method, Limitation, method): (method signature, defines boundaries for, receiver parameter)', '(method, Limitation, type): (method signature, defines boundaries for, receiver base type definition)', '(method, Limitation, type): (receiver parameter, defines boundaries for, receiver base type definition)']"
"Also note that you can refactor userInput() to not read from os.Stdin, but instead it could receive an io.Reader to read from","['Replacement: (os.Stdin, replaced by, io.Reader)']","['(var, Replacement, type): (os.Stdin, replaced by, io.Reader)']"
"Then you define the SetGetterSlice function with the type parameter T any, whose purpose is just to instantiate the constraint SetGetter.","['Dependency: (SetGetterSlice, relies on, T)']","['(func, Dependency, type): (SetGetterSlice, relies on, T)']"
"You're on the right track that os.Stdin is a variable (of type *os.File) which you can modify, you can assign a new value to it in tests.","['Containment: (os.Stdin, part of, *os.File)  ', 'Replacement: (os.Stdin, substituted by, *os.File)']","['(unknown, Containment, unknown): ((os.Stdin, part of, *os.File)  )', '(var, Replacement, type): (os.Stdin, substituted by, *os.File)']"
This becomes more verbose because SetGetterSlice now requires three type parameters: the original V plus T (the type with pointer receivers) and PT (the new constraint),"['Dependency: (SetGetterSlice, requires, V)', 'Dependency: (SetGetterSlice, requires, T)', 'Dependency: (SetGetterSlice, requires, PT)']","['(type, Dependency, type): (SetGetterSlice, requires, V)', '(type, Dependency, type): (SetGetterSlice, requires, T)', '(type, Dependency, type): (SetGetterSlice, requires, PT)']"
